ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Ext. catalog/s
49680,SN 2019wzy,01:59:40.288,+05:58:55.08,SN Ia,0.075,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aczllns,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.21,g-ZTF,2019-12-16 03:30:23.000,ZTF_AMPEL_NEW,,
49678,SN 2019wzw,02:21:30.863,-03:18:53.88,SN Ia,0.142,,,"ZTF, ATLAS","ZTF, ATLAS",SGLF,ATLAS; ZTF,ZTF19acyobbz,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.8,g-ZTF,2019-12-16 04:10:45.000,ZTF_AMPEL_NEW,,
49652,SN 2019wyw,09:24:07.012,+02:22:07.02,SN Ia,0.089,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ePESSTO+,Pan-STARRS1; ZTF,ZTF19aczjsqn,"P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.85,g-ZTF,2019-12-13 13:12:20.000,ZTF_AMPEL_NEW,,
49651,SN 2019wyv,08:34:03.161,-15:52:43.22,SN Ia,0.08,,,ZTF,ZTF,ZTF,ZTF,ZTF19aczjkxo,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.53,r-ZTF,2019-12-18 10:32:47.000,ZTF_AMPEL_NEW,,
49646,SN 2019wyq,07:57:45.609,+56:24:46.56,SN Ia,0.03,,,"ZTF, ATLAS","ZTF, ATLAS",TCD,ATLAS; ZTF,ZTF19acyqwlm,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.35,r-ZTF,2019-12-16 07:26:24.000,ZTF_Bot1,,
49645,SN 2019wyp,13:06:37.101,+16:35:29.02,SN Ia,0.081,,,"ZTF, YSE, Pan-STARRS1","ZTF, Pan-STARRS1",BTDG,Pan-STARRS1; ZTF,ZTF19acxyucu,"P48 - ZTF-Cam, PS1 - GPC1",MMT - BINOSPEC,1,1,,18.61,g-ZTF,2019-12-11 13:14:52.000,ZTF_Bot1,,
49584,SN 2019wwh,11:39:48.296,+23:31:56.50,SN Ia,0.03056,,,ZTF,ZTF,"UCSC, ZTF",ZTF,ZTF19acytidb,P48 - ZTF-Cam,Lick-3m - KAST,1,1,,19.1229,g-ZTF,2019-12-14 13:08:32.000,ZTF_CLU_PUBLIC,,
49577,SN 2019wwa,12:52:48.160,+80:19:24.92,SN Ia,0.033,CGCG 365-006,0.032889,"ALeRCE, ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","None, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF19acyiqnw,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","Lijiang-2.4m - YFOSC, LT - SPRAT",1,1,,17.1516,r-ZTF,2019-12-16 11:09:23.000,ALeRCE,,TESS-Sector21
49572,SN 2019wvv,04:04:35.040,-10:12:12.53,SN Ia,0.031,WISEA J040435.19-101211.5,,"ALeRCE, ZTF, Pan-STARRS1, GaiaAlerts","ZTF, Pan-STARRS1, GaiaAlerts","None, ZTF",GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acyplkt,"Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","APO-3.5m - DIS, Lick-3m - KAST",1,1,,18.5985,r-ZTF,2019-12-16 05:46:43.000,ALeRCE,,
49568,SN 2019wvr,03:50:36.990,+36:29:35.76,SN Ia,0.05,SDSS J035036.68+362940.2,0.073,"ALeRCE, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acyogvo,"P48 - ZTF-Cam, PS1 - GPC1",APO-3.5m - DIS,1,1,,19.7017,g-ZTF,2019-12-16 04:22:44.000,ALeRCE,,
49553,SN 2019wvc,11:30:42.179,+47:30:23.91,SN Ia,0.04,,,"ZTF, ATLAS","ZTF, ATLAS","SGLF, ZTF",ATLAS; ZTF,ZTF19acxyumq,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.91,r-ZTF,2019-12-11 10:12:27.000,ZTF_AMPEL_COMPLETE,,
49551,SN 2019wva,13:12:43.179,+51:56:33.39,SN Ia,0.053,,,ZTF,ZTF,ZTF,ZTF,ZTF19acxysob,P48 - ZTF-Cam,APO-3.5m - DIS,1,1,,17.86,g-ZTF,2019-12-11 13:22:27.000,ZTF_AMPEL_COMPLETE,,
49550,SN 2019wuz,06:49:36.427,+56:07:45.93,SN Ia,0.04,,,"ZTF, Pan-STARRS1, ATLAS","ZTF, Pan-STARRS1, ATLAS",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acxyfkf,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,18.83,g-ZTF,2019-12-11 10:52:15.000,ZTF_AMPEL_COMPLETE,,
49540,SN 2019wup,00:24:22.590,+38:11:50.89,SN Ia,0.02,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts","FDST, ZTF",GaiaAlerts; ZTF,ZTF19acynije,"Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.84,r-ZTF,2019-12-16 02:14:58.000,ZTF_AMPEL_NEW,,
49425,SN 2019wqf,14:30:00.150,+39:56:45.02,SN Ia,0.033,UGC 09323,0.033169,"ALeRCE, ZTF, ATLAS, Pan-STARRS1, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts",UCSC,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acymzwh,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",Lick-3m - KAST,1,1,,17.0057,g-ZTF,2019-12-14 13:40:30.000,ALeRCE,,
49423,SN 2019wqd,14:33:10.630,+06:03:48.82,SN Ia,0.0552,WISEA J143310.82+060348.3,0.05524,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acyndpl,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.5481,g-ZTF,2019-12-14 13:35:52.000,ALeRCE,,
49418,SN 2019wpy,01:01:07.398,+08:09:11.25,SN Ia,0,SDSS J010107.43+080911.4,0.064,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19acyksfd,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.3799,r-ZTF,2019-12-14 02:30:05.000,ALeRCE,,
49412,SN 2019wps,23:33:17.310,+30:50:22.49,SN Ia,0.03178,2MASX J23331704+3050264,0.0318,"ALeRCE, GaiaAlerts, ZTF","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19acykjcw,"Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.3088,r-ZTF,2019-12-14 02:08:00.000,ALeRCE,,
49336,SN 2019wmu,06:55:03.351,+54:46:10.50,SN Ia,0.06,GALEXASC J065503.24+544611.3,,"ALeRCE, Pan-STARRS1, ATLAS, ZTF","ZTF, Pan-STARRS1, ATLAS","TCD, ZTF",ATLAS; Pan-STARRS1; ZTF,ZTF19acygjmg,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","Lick-3m - KAST, LT - SPRAT",1,1,,19.1913,r-ZTF,2019-12-13 07:20:00.000,ALeRCE,,
49329,SN 2019wmn,10:39:11.240,+05:09:43.01,SN Ia,0.0708,MSPM 01741,0.06993,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acyitga,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.2584,r-ZTF,2019-12-13 11:00:37.000,ALeRCE,,
49326,SN 2019wmk,05:08:20.889,+07:49:15.50,SN Ia,0.08,WISEA J050820.72+074915.8,,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19acyflhv,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.7691,g-ZTF,2019-12-13 05:03:43.000,ALeRCE,,
49325,SN 2019wmj,02:08:46.858,+12:20:10.54,SN Ia,0.05,2MASS J02084624+1220081,0.059555,"ALeRCE, ATLAS, ZTF, Pan-STARRS1, MASTER","ZTF, ATLAS, Pan-STARRS1, MASTER","None, ZTF",ATLAS; MASTER; Pan-STARRS1; ZTF,ZTF19acyfkbf,"ATLAS1 - ACAM1, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","APO-3.5m - DIS, Lick-3m - KAST",1,1,,19.3944,g-ZTF,2019-12-13 04:56:14.000,ALeRCE,,
49295,SN 2019wlf,21:54:08.294,+22:17:43.72,SN Ia,0.082,SDSS J215408.41+221746.5,0.1,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acxzdht,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.9142,g-ZTF,2019-12-12 02:09:07.000,ALeRCE,,
49294,SN 2019wle,19:25:52.463,+82:56:35.18,SN Ia,0.067,WISEA J192555.04+825634.6,,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19acxzafe,P48 - ZTF-Cam,Lick-3m - KAST,1,1,,19.0255,r-ZTF,2019-12-12 01:55:03.000,ALeRCE,,
49264,SN 2019wkb,11:23:04.552,+27:34:14.27,SN Ia,0.0567,,,ZTF,ZTF,ZTF,ZTF,ZTF18abakunn,P48 - ZTF-Cam,LT - SPRAT,1,1,,18.03,r-ZTF,2019-12-11 10:09:51.000,ZTF_AMPEL_NEW,,
49248,SN 2019wjl,07:57:12.278,+83:15:12.47,SN Ia,0.063,,,ZTF,ZTF,ZTF,ZTF,ZTF19acxmmys,P48 - ZTF-Cam,P200 - DBSP,1,1,,17.83,r-ZTF,2019-12-11 05:48:52.000,ZTF_AMPEL_NEW,,
49245,SN 2019wji,07:45:24.622,+31:34:53.19,SN Ia,0.08,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acxldra,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.57,r-ZTF,2019-12-10 06:58:57.000,ZTF_AMPEL_NEW,,
49232,SN 2019wiv,09:48:30.438,+57:14:24.37,SN Ia,0.0593,WISEA J094830.38+571424.9,0.059267,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19acxowwt,P48 - ZTF-Cam,LT - SPRAT,1,1,,18.7732,r-ZTF,2019-12-10 10:39:21.000,ALeRCE,,
49229,SN 2019wis,08:14:26.572,+09:38:43.97,SN Ia,0.0527,WISEA J081426.57+093844.0,0.052672,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19aafwrhf,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.6173,r-ZTF,2019-12-10 07:54:43.000,ALeRCE,,
49227,SN 2019wiq,09:08:47.610,+55:30:12.31,SN Ia,0.04788,CGCG 264-065,0.04796,"ALeRCE, ZTF, GaiaAlerts, ATLAS, Pan-STARRS1, PIKA","ZTF, GaiaAlerts, ATLAS, Pan-STARRS1, PIKA","TCD, ZTF",ATLAS; GaiaAlerts; Pan-STARRS1; PIKA; ZTF,ZTF19acxndsk,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT, P60 - SEDM",1,1,,19.2198,r-ZTF,2019-12-10 07:46:10.000,ALeRCE,,
49099,SN 2019wds,11:41:21.224,+63:04:41.71,SN Ia,0.05,WISEA J114121.27+630441.1,0.046907,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19acxlylb,P48 - ZTF-Cam,P60 - SEDM,1,1,,17.5612,g-ZTF,2019-12-06 12:26:38.000,ALeRCE,,
49098,SN 2019wdr,08:45:00.860,+49:18:43.34,SN Ia,0.053,KUG 0841+494,0.05264,"ALeRCE, ZTF, GaiaAlerts","ZTF, GaiaAlerts",None,GaiaAlerts; ZTF,ZTF19acxlddi,"Gaia - Gaia-photometric, P48 - ZTF-Cam",Lijiang-2.4m - YFOSC,1,1,,18.0865,g-ZTF,2019-12-06 10:25:58.000,ALeRCE,,
49062,SN 2019wch,06:40:37.251,+26:42:32.12,SN Ia,0.03,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acuybzx,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.6,g-ZTF,2019-11-24 10:04:48.000,ZTF_Bot1,,
49041,SN 2019wbm,02:11:52.067,+28:18:31.21,SN Ia,0.07,,,ZTF,ZTF,ZTF,ZTF,ZTF19abtcapa,P48 - ZTF-Cam,P60 - SEDM,1,1,,17.99,r-ZTF,2019-12-02 03:29:13.000,ZTF_AMPEL_NEW,,
49033,SN 2019wbe,03:29:20.085,+37:50:29.04,SN Ia,0.06,SDSS J032920.25+375029.8,0.055,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acxhkvc,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.2574,g-ZTF,2019-12-03 05:22:09.000,ALeRCE,,
49005,SN 2019wac,03:11:47.038,+38:27:39.21,SN Ia,0.06,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19acwrujg,"P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.16,g-ZTF,2019-12-02 05:17:15.000,ZTF_AMPEL_COMPLETE,,
49003,SN 2019waa,00:51:39.020,+45:09:04.39,SN Ia,0.08,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19acvwllm,"Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.99,r-ZTF,2019-12-02 03:49:33.000,ZTF_AMPEL_COMPLETE,,
48982,SN 2019vzf,01:44:21.380,+50:06:55.94,SN Ia,0.06,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19acwrqtv,"Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.76,r-ZTF,2019-12-02 03:41:45.000,ZTF_TESS,,
48973,SN 2019vyw,08:12:00.633,+31:49:34.98,SN Ia,0.149,,,"SGLF, Pan-STARRS1","ZTF, Pan-STARRS1",None,Pan-STARRS1,ZTF19acsaoxd,"P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,20.251,g-ZTF,2019-11-09 13:11:30.000,Perez-Fournon,,
48962,SN 2019vyl,23:11:09.399,+03:32:58.22,SN Ia,0.07,,,ZTF,ZTF,ZTF,ZTF,ZTF19acvgjme,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.72,g-ZTF,2019-11-25 03:53:24.000,ZTF_AMPEL_NEW,,
48781,SN 2019vrm,00:20:18.301,-05:18:24.99,SN Ia,0.068,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ePESSTO+,Pan-STARRS1; ZTF,ZTF19aculczm,"P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.93,g-ZTF,2019-11-24 04:06:14.000,ZTF_Bot1,,
48741,SN 2019vpz,01:18:33.390,-00:13:41.66,SN Ia,0.05,,,"ZTF, ATLAS, Pan-STARRS1, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19acvijnj,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",,1,1,,20.1188,r-ZTF,2019-11-24 03:33:50.000,ZTF_CLU_PUBLIC,,
48730,SN 2019vpo,07:03:04.910,+71:53:19.61,SN Ia,0.083,WISEA J070305.50+715322.4,,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",TCD,ALeRCE; ATLAS; GaiaAlerts,ZTF19acvlycr,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.9598,r-ZTF,2019-11-25 07:19:10.000,ALeRCE,,
48714,SN 2019voy,23:40:45.694,-14:59:23.01,SN Ia,0.08,WISEA J234045.59-145926.2,,"ALeRCE, ATLAS","ZTF, ATLAS",ePESSTO+,ALeRCE; ATLAS,ZTF19acvgbqr,"ATLAS1 - ACAM1, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,19.5996,g-ZTF,2019-11-25 03:23:18.000,ALeRCE,,
48678,SN 2019vno,09:43:11.699,-08:14:57.82,SN Ia,0.08,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acvrgde,"ATLAS1 - ACAM1, P48 - ZTF-Cam","LT - SPRAT, P60 - SEDM",1,1,,18.52,g-ZTF,2019-11-25 10:07:46.000,ZTF_AMPEL_NEW,,
48672,SN 2019vni,08:33:36.973,+63:38:57.29,SN Ia,0.132,,,SGLF,ZTF,None,,ZTF19acrvfkz,P48 - ZTF-Cam,LT - SPRAT,1,1,,20.404,r-ZTF,2019-11-07 10:20:11.000,Perez-Fournon,,
48655,SN 2019vmr,23:36:58.740,+36:39:14.08,SN Ia,0.065,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19aculgvn,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.77,g-ZTF,2019-11-24 04:16:41.000,ZTF_AMPEL_NEW,,
48652,SN 2019vmo,01:22:04.254,-09:03:35.21,SN Ia,0.109,,,ZTF,ZTF,C-SNAILS,ZTF,ZTF19acthgxq,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.71,g-ZTF,2019-11-18 04:33:16.000,ZTF_AMPEL_COMPLETE,,
48651,SN 2019vmn,02:36:01.347,+10:27:04.73,SN Ia,0.056436,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19aculypc,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.74,g-ZTF,2019-11-24 04:56:15.000,ZTF_AMPEL_NEW,,
48619,SN 2019vlh,21:33:36.820,+14:34:31.80,SN Ia,0.06,WISEA J213336.58+143432.5,,"ALeRCE, ATLAS, ZTF, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts; ZTF,ZTF19acudiph,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.8107,g-ZTF,2019-11-24 02:06:59.000,ALeRCE,,
48594,SN 2019vki,00:33:48.840,-00:08:30.23,SN Ia,0.116,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",None,ATLAS; Pan-STARRS1; ZTF,ZTF19acthucv,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.21,r-ZTF,2019-11-18 05:03:47.000,ZTF_AMPEL_COMPLETE,,
48591,SN 2019vkf,01:05:11.464,+01:10:17.91,SN Ia,0.106,,,"ZTF, ATLAS","ZTF, ATLAS",None,ATLAS; ZTF,ZTF19acngsnc,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.45,r-ZTF,2019-11-07 07:10:11.000,ZTF_AMPEL_COMPLETE,,
48563,SN 2019vje,10:10:16.818,+35:55:33.92,SN Ia,0.143,,,SGLF,ZTF,None,,ZTF19acqdato,P48 - ZTF-Cam,LT - SPRAT,1,1,,20.634,r-ZTF,2019-11-04 12:20:12.000,Perez-Fournon,,
48446,SN 2019ver,02:38:14.311,-15:16:21.09,SN Ia,0.092,WISEA J023814.53-151613.1,,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",None,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19actzjrf,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",Lijiang-2.4m - YFOSC,1,1,,18.8562,g-ZTF,2019-11-19 08:04:09.000,ALeRCE,,
48409,SN 2019vdg,06:23:31.943,+50:23:59.86,SN Ia,0.038,MCG +08-12-022,,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","UCSC, ZTF",ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19actldas,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","Keck1 - LRIS, P60 - SEDM",1,1,,19.1369,r-ZTF,2019-11-18 08:53:01.000,ALeRCE,,
48377,SN 2019vca,04:17:41.149,-03:30:44.03,SN Ia,0.085,,,ZTF,ZTF,ePESSTO+,ZTF,ZTF19acsvqrx,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,19.62,r-ZTF,2019-11-16 07:31:39.000,ZTF_AMPEL_NEW,,
48361,SN 2019vbl,10:25:06.020,+17:16:09.38,SN Ia,0.0458,WISEA J102505.52+171612.3,0.045955,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF19actfqhp,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P200 - DBSP,1,1,,18.9644,g-ZTF,2019-11-17 12:08:53.000,ALeRCE,,
48354,SN 2019vbe,18:20:49.317,+38:00:53.52,SN Ia,0.02,2MFGC 14351,,"ALeRCE, ZTF",ZTF,ZTF,ALeRCE; ZTF,ZTF19actaiag,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.524,g-ZTF,2019-11-17 02:20:34.000,ALeRCE,,
48302,SN 2019uze,01:59:07.938,+16:06:04.40,SN Ia,0.083,SDSS J015907.95+160603.3,0.117,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",None,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acshkft,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",Lijiang-2.4m - YFOSC,1,1,,18.8581,g-ZTF,2019-11-16 04:54:19.000,ALeRCE,,
48293,SN 2019uyw,02:56:54.368,+13:10:11.31,SN Ia,0.078,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acrenwk,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.85,r-ZTF,2019-11-07 07:34:45.000,ZTF_AMPEL_COMPLETE,,
48276,SN 2019uyf,11:11:10.780,+33:29:58.02,SN Ia,0.0714,WISEA J111110.77+332957.9,0.071419,"ALeRCE, ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts; ZTF,ZTF19acspfcb,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.4909,g-ZTF,2019-11-15 13:17:47.000,ALeRCE,,
48260,SN 2019uxp,00:35:20.038,-02:51:04.76,SN Ia,0.06,SDSS J003520.02-025104.0,0.115,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,ALeRCE; Pan-STARRS1; ZTF,ZTF19acsfvog,"P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,18.7547,g-ZTF,2019-11-14 04:33:15.000,ALeRCE,,
48233,SN 2019uwp,02:29:25.682,+51:12:43.80,SN Ia,0.07,,,"ZTF, ATLAS","ZTF, ATLAS",LOSS,ATLAS; ZTF,ZTF19acqypso,"ATLAS1 - ACAM1, P48 - ZTF-Cam",Lick-3m - KAST,1,1,,20.17,g-ZTF,2019-11-08 06:11:31.000,ZTF_Bot1,,
48232,SN 2019uwo,13:04:35.006,+55:44:36.00,SN Ia,0.06,,,ZTF,ZTF,ZTF,ZTF,ZTF19acoyxuv,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.62,g-ZTF,2019-10-30 12:40:19.000,ZTF_Bot1,,
48220,SN 2019uwc,12:07:19.833,+06:50:54.79,SN Ia,0.0753,WISEA J120719.68+065056.4,0.075337,"ALeRCE, ZTF",ZTF,ZTF,ALeRCE; ZTF,ZTF19acmxymo,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.1822,r-ZTF,2019-11-13 12:44:11.000,ALeRCE,,
48099,SN 2019urn,00:57:49.292,-17:38:26.92,SN Ia,0.06,,,ZTF,ZTF,ePESSTO+,ZTF,ZTF19acryaon,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.51,g-ZTF,2019-11-13 04:32:13.000,ZTF_AMPEL_NEW,,
48071,SN 2019uql,23:30:50.125,+12:24:17.67,SN Ia,0.08,SDSS J233050.42+122414.5,0.079,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19acruqph,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.2287,r-ZTF,2019-11-12 05:07:45.000,ALeRCE,,
48022,SN 2019uoo,08:38:45.660,-14:40:48.68,SN Ia,0.014223,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19acmxidf,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.37,r-ZTF,2019-11-02 12:34:38.000,ZTF_AMPEL_COMPLETE,,
47972,SN 2019umr,22:16:04.970,-26:40:42.92,SN Ia,0.02345,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF19acrmmpq,"Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.1545,r-ZTF,2019-11-08 02:01:14.000,ZTF_CLU_PUBLIC,,
47956,SN 2019umb,21:57:07.783,-14:58:00.24,SN Ia,0.06,WISEA J215707.67-145759.3,,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19acrdcwh,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.315,g-ZTF,2019-11-10 03:03:02.000,ALeRCE,,
47951,SN 2019ulw,02:44:50.253,+36:54:21.35,SN Ia,0.044,,,"ZTF, ATLAS","ZTF, ATLAS","C-SNAILS, ZTF",ATLAS; ZTF,ZTF19acrdqej,"ATLAS1 - ACAM1, P48 - ZTF-Cam","LT - SPRAT, P60 - SEDM",1,1,,19.94,g-ZTF,2019-11-08 06:23:23.000,ZTF_AMPEL_NEW,,
47949,SN 2019ulu,03:21:18.675,+18:09:19.17,SN Ia,0.066,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acpgaet,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.46,r-ZTF,2019-11-06 08:46:52.000,ZTF_AMPEL_COMPLETE,,
