ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Ext. catalog/s
43625,SN 2019odd,20:45:35.419,-08:03:06.96,SN Ia,0.081,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19abqimia,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.31,g-ZTF,2019-08-19 05:51:42.000,ZTF_AMPEL_NEW,,
43592,SN 2019obw,00:44:31.429,-01:31:20.39,SN Ia,0.086,SDSS J004431.33-013118.5,0.075,"ALeRCE, Pan-STARRS1, ATLAS, ZTF","ZTF, Pan-STARRS1, ATLAS",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19abqxhhr,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.0081,r-ZTF,2019-08-21 10:01:41.000,ALeRCE,,
43589,SN 2019obt,00:20:34.613,+05:45:18.16,SN Ia,0.056,SDSS J002034.90+054515.0,0.056,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19abqviuy,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.8921,r-ZTF,2019-08-21 09:06:12.000,ALeRCE,,
43574,SN 2019obe,07:00:11.230,+32:53:45.46,SN Ia,0.056,,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS1","ZTF, GaiaAlerts, ATLAS, Pan-STARRS1",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19abqgytb,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,17.52,g-ZTF,2019-08-18 11:47:59.000,ZTF_AMPEL_NEW,,
43493,SN 2019nyb,14:27:22.694,+15:02:56.59,SN Ia,0.0933,SDSS J142722.67+150259.9,0.093,"ALeRCE, ZTF",ZTF,ZTF,ALeRCE; ZTF,ZTF19abqmucc,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.5194,g-ZTF,2019-08-20 03:43:57.000,ALeRCE,,
43487,SN 2019nxv,16:45:33.909,-06:19:28.93,SN Ia,0.075,SDSS J164533.91-061929.1,0.076,ALeRCE,ZTF,ePESSTO+,ALeRCE,ZTF19abqmpti,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,19.4323,r-ZTF,2019-08-20 03:27:51.000,ALeRCE,,
43467,SN 2019nxc,02:44:30.792,+14:55:05.73,SN Ia,0.067,,,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ALeRCE; ATLAS; Pan-STARRS1; ZTF,ZTF19abqmjdq,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.6591,g-ZTF,2019-08-19 11:37:55.000,ALeRCE,,
43462,SN 2019nwx,15:54:20.492,+21:27:31.25,SN Ia,0.05438,SDSS J155420.42+212736.9,0.054,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF19abpyjqx,"ATLAS1 - ACAM1, P48 - ZTF-Cam",UH88 - SNIFS,1,1,,19.6264,g-ZTF,2019-08-19 03:42:24.000,ALeRCE,,
43452,SN 2019nwn,22:28:51.891,+36:56:02.08,SN Ia,0.07,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19aboxjlj,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.95,g-ZTF,2019-08-10 09:47:31.000,ZTF_Bot1,,
43450,SN 2019nwl,00:33:33.232,+21:47:08.34,SN Ia,0.083,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ePESSTO+,ATLAS; Pan-STARRS1; ZTF,ZTF19aboudfp,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.38,r-ZTF,2019-08-14 09:27:21.000,ZTF_Bot1,,
43444,SN 2019nwf,04:05:04.980,-06:36:17.34,SN Ia,0.057,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ePESSTO+, ZTF",ATLAS; Pan-STARRS1; ZTF,ZTF19abqlrtb,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P60 - SEDM",1,1,,18.73,r-ZTF,2019-08-19 10:56:40.000,ZTF_AMPEL_NEW,,
43415,SN 2019nvh,15:50:37.406,+23:02:48.69,SN Ia,0.115759,,,ZTF,ZTF,Global SN Project,ZTF,ZTF19abpuikr,P48 - ZTF-Cam,FTN - FLOYDS-N,1,1,,19.47,g-ZTF,2019-08-16 03:35:36.000,ZTF_AMPEL_NEW,,
43384,SN 2019nuc,03:45:03.434,+41:59:54.28,SN Ia,0.043,LEDA 2190566,,"ALeRCE, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","TCD, ZTF",ALeRCE; ATLAS; Pan-STARRS1,ZTF19abqanpy,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.5303,r-ZTF,2019-08-17 10:49:33.000,ALeRCE,,
43367,SN 2019ntl,15:46:46.932,+32:07:43.67,SN Ia,0.103,,,"ZTF, ATLAS","ZTF, ATLAS",None,ATLAS; ZTF,ZTF19ablrkfz,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.52,r-ZTF,2019-08-02 04:07:40.000,ZTF_Bot1,,
43317,SN 2019nrn,02:30:07.210,+44:02:59.60,SN Ia,0.054,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19abpfxfs,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.35,g-ZTF,2019-08-14 11:45:15.000,ZTF_AMPEL_COMPLETE,,
43315,SN 2019nrl,01:00:24.088,+13:32:26.29,SN Ia,0.118,,,"ZTF, ATLAS","ZTF, ATLAS",C-SNAILS,ATLAS; ZTF,ZTF19aboqpry,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,20.13,r-ZTF,2019-08-08 10:59:40.000,ZTF_AMPEL_COMPLETE,,
43287,SN 2019nql,17:37:49.329,+57:46:49.61,SN Ia,0.11,,,"ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",C-SNAILS,Pan-STARRS1; ZTF,ZTF19abnmnrz,"P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.41,r-ZTF,2019-08-15 04:19:11.000,ZTF_AMPEL_COMPLETE,,
43156,SN 2019nlk,00:45:47.332,+15:32:15.36,SN Ia,0.0769,SDSS J004547.46+153213.9,0.077,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; ZTF,ZTF19abpelgt,"ATLAS1 - ACAM1, P48 - ZTF-Cam",UH88 - SNIFS,1,1,,19.528,r-ZTF,2019-08-14 09:27:48.000,ALeRCE,,
43154,SN 2019nli,02:11:12.966,+25:34:55.33,SN Ia,0.0491,,,ZTF,ZTF,ZTF,ZTF,ZTF19abpgggu,P48 - ZTF-Cam,P60 - SEDM,1,1,,20.35,r-ZTF,2019-08-11 11:37:39.000,ZTF_AMPEL_NEW,,
43153,SN 2019nlh,16:07:25.731,+15:38:09.32,SN Ia,0.037,,,ZTF,ZTF,ZTF,ZTF,ZTF19abpbmli,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.39,g-ZTF,2019-08-11 04:05:51.000,ZTF_AMPEL_NEW,,
43117,SN 2019njx,19:15:08.208,+42:03:43.56,SN Ia,0.057,,,ZTF,ZTF,ZTF,ZTF,ZTF19ablusdf,P48 - ZTF-Cam,P60 - SEDM,1,1,,21.09,g-ZTF,2019-08-01 07:33:36.000,ZTF_TESS,,
43116,SN 2019njw,23:26:00.427,-01:13:18.88,SN Ia,0.0831,,,ZTF,ZTF,ZTF,ZTF,ZTF19ablfcjr,P48 - ZTF-Cam,P60 - SEDM,1,1,,20.23,g-ZTF,2019-07-31 10:23:31.000,ZTF_Bot1,,
